ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,595.13,HOME CARE - ADULT SERVICES,V001719646
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,452.16,HOME CARE - ADULT SERVICES,V001719647
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,446.66,HOME CARE - ADULT SERVICES,V001719648
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,417.5,HOME CARE - ADULT SERVICES,V001719649
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,312.92,HOME CARE - ADULT SERVICES,V001719650
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,385.17,HOME CARE - ADULT SERVICES,V001719651
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,419.69,HOME CARE - ADULT SERVICES,V001719652
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,450.92,HOME CARE - ADULT SERVICES,V001719653
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,-84.84,HOME CARE - ADULT SERVICES,V001719654
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,-404,HOME CARE - ADULT SERVICES,V001719655
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,853.88,HOME CARE - ADULT SERVICES,V001719656
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,21.33,HOME CARE - ADULT SERVICES,V001719657
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,345,HOME CARE - ADULT SERVICES,V001719658
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,776.77,HOME CARE - ADULT SERVICES,V001719659
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,576.5,HOME CARE - ADULT SERVICES,V001719660
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,401.93,HOME CARE - ADULT SERVICES,V001719661
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,249.19,HOME CARE - ADULT SERVICES,V001719662
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,510.41,HOME CARE - ADULT SERVICES,V001719663
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,293.94,HOME CARE - ADULT SERVICES,V001719664
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,1768.64,HOME CARE - ADULT SERVICES,V001719665
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,1311.52,HOME CARE - ADULT SERVICES,V001719666
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,4.04,HOME CARE - ADULT SERVICES,V001719667
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CREATIVE SUPPORT LTD,04/06/2021,276,HOME CARE - ADULT SERVICES,V001719668
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,649.81,HOME CARE - ADULT SERVICES,V001719669
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,409.24,HOME CARE - ADULT SERVICES,V001719670
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,139.21,HOME CARE - ADULT SERVICES,V001719671
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,621.44,HOME CARE - ADULT SERVICES,V001719672
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,561.49,HOME CARE - ADULT SERVICES,V001719673
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,223.17,HOME CARE - ADULT SERVICES,V001719674
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,721.57,HOME CARE - ADULT SERVICES,V001719675
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,301.19,HOME CARE - ADULT SERVICES,V001719676
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,SYNERGY HOMECARE,04/06/2021,241.5,HOME CARE - ADULT SERVICES,V001719677
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,178.89,HOME CARE - ADULT SERVICES,V001719678
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,04/06/2021,182.67,HOME CARE - ADULT SERVICES,V001719679
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,227.36,HOME CARE - ADULT SERVICES,V001719680
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,579.6,HOME CARE - ADULT SERVICES,V001719681
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,243.23,HOME CARE - ADULT SERVICES,V001719682
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,POSSABILITIES CIC TRADING,04/06/2021,383.52,HOME CARE - ADULT SERVICES,V001719683
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,516.81,HOME CARE - ADULT SERVICES,V001719684
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,337.74,HOME CARE - ADULT SERVICES,V001719685
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,601.85,HOME CARE - ADULT SERVICES,V001719686
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,613.76,HOME CARE - ADULT SERVICES,V001719687
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,122.84,HOME CARE - ADULT SERVICES,V001719688
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,749,HOME CARE - ADULT SERVICES,V001719689
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,757.1,HOME CARE - ADULT SERVICES,V001719690
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,552.68,HOME CARE - ADULT SERVICES,V001719691
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,694.66,HOME CARE - ADULT SERVICES,V001719692
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,102.98,HOME CARE - ADULT SERVICES,V001719693
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,621,HOME CARE - ADULT SERVICES,V001719694
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,596.85,HOME CARE - ADULT SERVICES,V001719695
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,48.3,HOME CARE - ADULT SERVICES,V001719696
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,145.76,HOME CARE - ADULT SERVICES,V001719697
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,139.38,HOME CARE - ADULT SERVICES,V001719698
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,188.58,HOME CARE - ADULT SERVICES,V001719699
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,307.91,HOME CARE - ADULT SERVICES,V001719700
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,86.77,HOME CARE - ADULT SERVICES,V001719701
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,568.39,HOME CARE - ADULT SERVICES,V001719702
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,241.5,HOME CARE - ADULT SERVICES,V001719703
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,385.54,HOME CARE - ADULT SERVICES,V001719704
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,172.5,HOME CARE - ADULT SERVICES,V001719705
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,343.97,HOME CARE - ADULT SERVICES,V001719706
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,106.95,HOME CARE - ADULT SERVICES,V001719707
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,685.69,HOME CARE - ADULT SERVICES,V001719708
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,DALE CARE AND SUPPORT LTD,04/06/2021,258.75,HOME CARE - ADULT SERVICES,V001719709
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,125.24,HOME CARE - ADULT SERVICES,V001719710
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,31.05,HOME CARE - ADULT SERVICES,V001719711
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,142.31,HOME CARE - ADULT SERVICES,V001719712
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,146.78,HOME CARE - ADULT SERVICES,V001719713
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,136.79,HOME CARE - ADULT SERVICES,V001719714
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,95.05,HOME CARE - ADULT SERVICES,V001719715
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,54.68,HOME CARE - ADULT SERVICES,V001719716
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,105.23,HOME CARE - ADULT SERVICES,V001719717
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,5.69,HOME CARE - ADULT SERVICES,V001719718
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,148.52,HOME CARE - ADULT SERVICES,V001719719
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,378.13,HOME CARE - ADULT SERVICES,V001719720
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,55.55,HOME CARE - ADULT SERVICES,V001719721
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,180.61,HOME CARE - ADULT SERVICES,V001719722
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,32.26,HOME CARE - ADULT SERVICES,V001719723
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HG CARE SERVICES LTD,04/06/2021,1137.91,HOME CARE - ADULT SERVICES,V001719724
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HG CARE SERVICES LTD,04/06/2021,1088.3,HOME CARE - ADULT SERVICES,V001719725
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,3920.24,DIRECT PAYMENTS,V001719726
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-217.8,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719727
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1728.48,DIRECT PAYMENTS,V001719728
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-162.12,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719729
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2904.16,DIRECT PAYMENTS,V001719730
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-181.32,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719731
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2212.28,DIRECT PAYMENTS,V001719732
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-40.68,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719733
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,483,DIRECT PAYMENTS,V001719734
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,272.6,DIRECT PAYMENTS,V001719735
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-183.8,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719736
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2604,DIRECT PAYMENTS,V001719737
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-70.28,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719738
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1468.8,DIRECT PAYMENTS,V001719739
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-89.28,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719740
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,695.92,DIRECT PAYMENTS,V001719741
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-120.76,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719742
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1869.8,DIRECT PAYMENTS,V001719743
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-79.44,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719744
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,3098.28,DIRECT PAYMENTS,V001719745
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-136.92,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719746
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,5492.8,DIRECT PAYMENTS,V001719747
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-9.64,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719748
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,19.82,DIRECT PAYMENTS,V001719749
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,111,DIRECT PAYMENTS,V001719750
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,111,DIRECT PAYMENTS,V001719751
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,3510.76,DIRECT PAYMENTS,V001719752
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,31.64,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719753
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-126.56,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719754
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2876,DIRECT PAYMENTS,V001719755
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-217,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719756
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2649.72,DIRECT PAYMENTS,V001719757
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-182.12,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719758
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1624.2,DIRECT PAYMENTS,V001719759
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,3081.4,DIRECT PAYMENTS,V001719760
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,467.76,DIRECT PAYMENTS,V001719761
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-140.56,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719762
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1538.76,DIRECT PAYMENTS,V001719763
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,5200.4,DIRECT PAYMENTS,V001719764
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-182.12,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719765
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1356.36,DIRECT PAYMENTS,V001719766
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-122.52,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719767
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2797.2,DIRECT PAYMENTS,V001719768
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-207.48,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719769
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1913.16,DIRECT PAYMENTS,V001719770
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-525.44,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719771
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2439.16,DIRECT PAYMENTS,V001719772
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-446.56,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719773
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1400,DIRECT PAYMENTS,V001719774
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-418.96,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719775
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,935.52,DIRECT PAYMENTS,V001719776
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-146.16,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719777
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1636.76,DIRECT PAYMENTS,V001719778
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1453.08,DIRECT PAYMENTS,V001719779
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-182.12,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719780
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,888.12,DIRECT PAYMENTS,V001719781
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-391.08,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719782
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,96.14,DIRECT PAYMENTS,V001719783
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,384.56,DIRECT PAYMENTS,V001719784
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1094.64,DIRECT PAYMENTS,V001719785
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-197.8,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719786
ROCHDALE BOROUGH COUNCIL,07/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,07/06/2021,2137.08,DIRECT PAYMENTS,V001719787
ROCHDALE BOROUGH COUNCIL,07/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,07/06/2021,-2137.08,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719788
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,2159.92,DIRECT PAYMENTS,V001719789
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,-349.52,CLIENTS CONTRIBUTIONS COMMUNITY CARE,V001719790
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/06/2021,1057.44,DIRECT PAYMENTS,V001719791
