ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,18/06/2021,-810.86,SHORT TERM CARE - RESIDENTIAL,V001724192
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,18/06/2021,1634,RESIDENTIAL LONG TERM,V001724193
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CHADDERTON TOTAL CARE UNIT LTD,18/06/2021,1240,NURSING LONG TERM,V001724194
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CHADDERTON TOTAL CARE UNIT LTD,18/06/2021,64,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724195
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1014,SHORT TERM CARE - RESIDENTIAL,V001724196
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,-78,SHORT TERM CARE - RESIDENTIAL,V001724197
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,18/06/2021,780,SHORT TERM CARE - RESIDENTIAL,V001724198
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724199
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724200
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724201
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,AVERILL HOUSE CARE HOME,18/06/2021,339.83,NURSING LONG TERM,V001724202
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,AVERILL HOUSE CARE HOME,18/06/2021,1189.42,NURSING LONG TERM,V001724203
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,AVERILL HOUSE CARE HOME,18/06/2021,1189.42,NURSING LONG TERM,V001724204
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,AVERILL HOUSE CARE HOME,18/06/2021,1189.42,NURSING LONG TERM,V001724205
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,-425,SHORT TERM CARE - NURSING,V001724206
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,425,NURSING LONG TERM,V001724207
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1190,NURSING LONG TERM,V001724208
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,301.71,SHORT TERM CARE - RESIDENTIAL,V001724209
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,829.71,SHORT TERM CARE - RESIDENTIAL,V001724210
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724211
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MASTERPALM PROPERTIES LTD,18/06/2021,1100,SHORT TERM CARE - RESIDENTIAL,V001724212
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MT CARE PROPERTY LTD,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724213
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724214
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,312,SHORT TERM CARE - RESIDENTIAL,V001724215
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724216
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,312,SHORT TERM CARE - RESIDENTIAL,V001724217
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,312,ASSESSMENT CARE,V001724218
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,156,ASSESSMENT CARE,V001724219
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,301.71,SHORT TERM CARE - RESIDENTIAL,V001724220
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,SHORT TERM CARE - RESIDENTIAL,V001724221
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,SHORT TERM CARE - RESIDENTIAL,V001724222
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,SHORT TERM CARE - RESIDENTIAL,V001724223
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,312,ASSESSMENT CARE,V001724224
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,AS CARE SOLUTIONS LTD,18/06/2021,3200,RESIDENTIAL LONG TERM,V001724225
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,390,SHORT TERM CARE - RESIDENTIAL,V001724226
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724227
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,ASSESSMENT CARE,V001724228
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,234,ASSESSMENT CARE,V001724229
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,936,ASSESSMENT CARE,V001724230
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,390,ASSESSMENT CARE,V001724231
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,301.71,ASSESSMENT CARE,V001724232
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,528,ASSESSMENT CARE,V001724233
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,528,SHORT TERM CARE - RESIDENTIAL,V001724234
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,312,ASSESSMENT CARE,V001724235
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,234,ASSESSMENT CARE,V001724236
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,858,SHORT TERM CARE - RESIDENTIAL,V001724237
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ARCHMOOR CARE HOME,18/06/2021,156,ASSESSMENT CARE,V001724238
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ARCHMOOR CARE HOME,18/06/2021,1092,ASSESSMENT CARE,V001724239
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,312,ASSESSMENT CARE,V001724240
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,468,ASSESSMENT CARE,V001724241
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,DENTAK CARE AND SERVICES LTD,18/06/2021,936,ASSESSMENT CARE,V001724242
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,78,ASSESSMENT CARE,V001724243
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,234,ASSESSMENT CARE,V001724244
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,936,ASSESSMENT CARE,V001724245
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,312,ASSESSMENT CARE,V001724250
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,552,SHORT TERM CARE - RESIDENTIAL,V001724251
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724252
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724253
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724254
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724255
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724256
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724257
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724258
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ARCHMOOR CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724259
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1297.68,NURSING LONG TERM,V001724260
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724261
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARANTOMARK LTD,18/06/2021,2888.78,NURSING LONG TERM,V001724262
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARANTOMARK LTD,18/06/2021,2888.78,NURSING LONG TERM,V001724263
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724264
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724265
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001724266
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724267
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724268
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724269
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1297.68,NURSING LONG TERM,V001724270
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,780,ASSESSMENT CARE,V001724271
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,312,ASSESSMENT CARE,V001724272
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724273
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724274
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724275
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,70.5,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724276
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,1092,NURSING LONG TERM,V001724277
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LITTLEBOROUGH CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724278
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LITTLEBOROUGH CARE HOME LIMITED,18/06/2021,50,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724279
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724280
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724281
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,NURSING LONG TERM,V001724282
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001724283
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724284
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HC ONE LTD,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724285
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724286
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,624,RESIDENTIAL LONG TERM,V001724287
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724288
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,546,ASSESSMENT CARE,V001724289
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,546,ASSESSMENT CARE,V001724290
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,276,SHORT TERM CARE - RESIDENTIAL,V001724291
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724292
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,1092,NURSING LONG TERM,V001724293
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1564.4,RESIDENTIAL LONG TERM,V001724294
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724295
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,18/06/2021,60,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724296
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724297
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724298
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724299
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724300
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724301
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724302
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724303
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1288,SHORT TERM CARE - RESIDENTIAL,V001724304
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,1092,SHORT TERM CARE - NURSING,V001724305
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724306
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724307
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724308
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,2573.68,NURSING LONG TERM,V001724309
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASPEN HILL HEALTHCARE LTD,18/06/2021,1216,RESIDENTIAL LONG TERM,V001724310
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724311
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724312
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724313
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,80,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724314
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CIC GROUP EACHSTEP BLACKLEY,18/06/2021,1125.28,RESIDENTIAL LONG TERM,V001724315
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CIC GROUP EACHSTEP BLACKLEY,18/06/2021,120,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724316
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724317
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724318
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,8,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724319
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,8,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724320
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,8,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724321
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,8,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724322
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,74,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724323
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724324
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1800,RESIDENTIAL LONG TERM,V001724325
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,1190,RESIDENTIAL LONG TERM,V001724326
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,464,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724327
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724328
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,200,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724329
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,18/06/2021,1634,RESIDENTIAL LONG TERM,V001724330
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724331
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724332
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001724333
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001724334
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,18/06/2021,1190,RESIDENTIAL LONG TERM,V001724335
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724336
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HALF ACRE HOUSE,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724337
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HALF ACRE HOUSE,18/06/2021,126,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724338
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,STANSFIELD HALL CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001724339
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,STANSFIELD HALL CARE HOME,18/06/2021,60,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001724340
